Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
05-May-15,2000,2005,1955,1966.75,1970.024583,240455,17679,473702261,151351,62.94,50,-33.25
04-May-15,1961,1999,1950,1994.3,1973.601,104050,16047,205353184,36987,35.55,49,33.3
30-Apr-15,1960,1960.15,1932.65,1942.4,1944.104404,349958,18908,680354889,141332,40.39,27.5,-17.6
29-Apr-15,1965,1972,1938.55,1961.6,1957.130323,157079,17042,307424074,68827,43.82,33.45,-3.4
28-Apr-15,1988,1988,1953,1961.35,1962.281421,245184,21573,481120008,141635,57.77,35,-26.65
27-Apr-15,2001,2010,1950,1986,1971.573373,342672,28557,675602991,187868,54.82,60,-15
24-Apr-15,2131,2150,1982,1996.25,2079.198105,1521097,115788,3162662000,450632,29.63,168,-134.75
23-Apr-15,2145.3,2145.3,2112.5,2122.55,2122.261206,106525,8014,226073875,53834,50.54,32.8,-22.75
22-Apr-15,2146.15,2175,2100.25,2138.45,2122.470302,79181,8455,168059321,25081,31.68,74.75,-7.7
21-Apr-15,2138,2152.45,2119.8,2144.4,2137.172858,165766,6313,354270596,130810,78.91,32.65,6.4
20-Apr-15,2181,2184,2117.25,2133.25,2122.727049,803964,8159,1706596129,351483,43.72,66.75,-47.75
17-Apr-15,2188,2195,2153.45,2181.95,2178.121752,32599,4426,71004591,7798,23.92,41.55,-6.05
16-Apr-15,2215,2230,2156.25,2191.1,2178.956719,74490,8126,162310486,23205,31.15,73.75,-23.9
15-Apr-15,2238.9,2242.9,2195.5,2213.2,2213.987626,44205,5433,97869323,11516,26.05,47.4,-25.7
13-Apr-15,2235,2244,2217.6,2239,2234.180436,33879,4133,75691799,7200,21.25,26.4,4
10-Apr-15,2210,2239,2210,2233.3,2229.844739,46425,4705,103520542,16525,35.6,29,23.3
09-Apr-15,2210,2216.4,2187,2211.4,2203.977082,34035,4419,75012360,7766,22.82,29.4,1.4
08-Apr-15,2175.5,2206.85,2174,2200.8,2191.563884,39799,4709,87222051,12006,30.17,32.85,25.3
07-Apr-15,2180,2183.95,2141.8,2161.25,2160.839031,70057,7693,151381900,16496,23.55,42.15,-18.75
06-Apr-15,2178,2185,2162,2177.2,2171.639866,58059,6408,126083239,20363,35.07,23,-0.8
01-Apr-15,2209.4,2209.4,2160,2172.25,2171.141175,158123,12042,343307356,45043,28.49,49.4,-37.15
31-Mar-15,2243.6,2272,2204.85,2216.6,2223.005056,76544,8428,170157699,22613,29.54,67.15,-27
30-Mar-15,2214,2244.05,2195.45,2229.8,2217.166569,57982,4882,128555752,27706,47.78,48.6,15.8
27-Mar-15,2164,2225,2160,2201.95,2203.864854,80772,9486,178010572,22781,28.2,65,37.95
26-Mar-15,2212,2213.5,2130,2144.45,2163.900265,113160,10333,244866954,52866,46.72,83.5,-67.55
25-Mar-15,2217.3,2227.7,2200,2217.7,2215.111856,73237,7082,162228147,20432,27.9,27.7,0.4
24-Mar-15,2230,2252,2206.25,2212.1,2225.500786,54726,5590,121792756,11356,20.75,45.75,-17.9
23-Mar-15,2252,2275,2226.85,2232.4,2235.787086,360348,6685,805661405,302866,84.05,48.15,-19.6
20-Mar-15,2233,2269.5,2233,2258.95,2256.706681,78706,9129,177616356,32761,41.62,36.5,25.95
19-Mar-15,2227,2244.15,2224.2,2229.9,2228.418445,510708,5515,1138071127,463615,90.78,19.95,2.9
18-Mar-15,2250,2260.75,2220,2230.2,2239.866566,41571,3944,93113493,9568,23.02,40.75,-19.8
17-Mar-15,2260.2,2278.5,2218.2,2241.95,2249.462588,84879,9145,190932135,23115,27.23,60.3,-18.25
16-Mar-15,2210,2282,2210,2267,2254.183161,77167,10568,173948552,29231,37.88,72,57
13-Mar-15,2226.1,2228.8,2194.4,2216.45,2211.137557,55664,6963,123080761,14839,26.66,34.4,-9.65
12-Mar-15,2184.9,2226.35,2177.5,2217.8,2210.878973,86262,7915,190714842,33629,38.98,48.85,32.9
11-Mar-15,2190,2240,2172.6,2183.6,2210.509888,127073,10867,280896123,55436,43.63,67.4,-6.4
10-Mar-15,2200,2207,2163.3,2200.1,2197.010549,90340,7369,198477933,41336,45.76,43.7,0.1
09-Mar-15,2255,2256,2179.2,2190.55,2201.014004,121463,10648,267341764,32461,26.73,76.8,-64.45
05-Mar-15,2268.4,2297.4,2236,2251.7,2255.400294,62659,6047,141321127,12343,19.7,61.4,-16.7
04-Mar-15,2299,2313.5,2252.35,2272.6,2283.764385,71430,7938,163129290,19279,26.99,61.15,-26.4
03-Mar-15,2291,2309,2279.45,2297.35,2293.917071,39781,4220,91254315,8455,21.25,29.55,6.35
02-Mar-15,2300,2308,2278.4,2291.45,2289.94648,38621,7328,88440023,9859,25.53,29.6,-8.55
28-Feb-15,2270,2310,2258,2294.85,2279.192068,73422,8043,167342840,11556,15.74,52,24.85
27-Feb-15,2267.25,2280.85,2258,2266.35,2269.239841,50721,4938,115098114,12297,24.24,22.85,-0.9
26-Feb-15,2314.9,2314.9,2250,2259.5,2277.198325,69845,8403,159050917,22046,31.56,64.9,-55.4
25-Feb-15,2290,2332,2278.35,2318.05,2315.100614,161995,10174,375034724,102972,63.56,53.65,28.05
24-Feb-15,2276.05,2295,2258,2278.15,2281.058946,52251,7726,119187611,13292,25.44,37,2.1
23-Feb-15,2303.95,2311,2253.25,2270.7,2281.912259,75951,7344,173313518,24969,32.88,57.75,-33.25
20-Feb-15,2324,2335.2,2277,2284.3,2301.631421,79717,10233,183479152,23045,28.91,58.2,-39.7
19-Feb-15,2304,2333.9,2292,2326.6,2321.485466,85835,8847,199264705,29728,34.63,41.9,22.6
18-Feb-15,2284,2305,2261.1,2295.75,2282.060987,69884,6639,159479550,26665,38.16,43.9,11.75
16-Feb-15,2281,2305.85,2266,2278.5,2284.961866,85541,10149,195457923,22164,25.91,39.85,-2.5
13-Feb-15,2311,2324.9,2286.95,2296.4,2311.371235,109731,5570,253629077,69039,62.92,37.95,-14.6
12-Feb-15,2280,2322.85,2275,2315.45,2301.372038,79766,9095,183571242,33981,42.6,47.85,35.45
11-Feb-15,2275,2295,2258.25,2287.2,2279.587966,60563,7467,138058686,20058,33.12,36.75,12.2
10-Feb-15,2244.9,2297.4,2225,2280.3,2269.562228,141656,13026,321497107,55577,39.23,72.4,35.4
09-Feb-15,2229.35,2255,2206.4,2250.2,2239.691238,160907,16465,360381998,81749,50.81,48.6,20.85
06-Feb-15,2193,2246.75,2192.4,2229.35,2226.807931,121493,11523,270541576,23676,19.49,54.35,36.35
05-Feb-15,2144,2220,2144,2193.6,2184.458334,179273,17158,391614399,89326,49.83,76,49.6
04-Feb-15,2128,2149.5,2128,2142.05,2140.849787,54536,6308,116753384,12345,22.64,21.5,14.05
03-Feb-15,2140,2140,2103.05,2120.35,2117.937176,73571,8347,155818756,21147,28.74,36.95,-19.65
02-Feb-15,2140,2151.2,2127.65,2134.35,2141.174697,64483,6786,138069368,18885,29.29,23.55,-5.65
30-Jan-15,2152,2163.6,2126.4,2142.75,2154.6892,241853,5173,521118047,209768,86.73,37.2,-9.25
29-Jan-15,2135.2,2149.35,2128.25,2142.9,2141.872137,158005,12186,338426507,76686,48.53,21.1,7.7
28-Jan-15,2146.55,2154.5,2133,2145.1,2144.914573,84013,8839,180200708,38307,45.6,21.5,-1.45
27-Jan-15,2214.05,2216,2131,2136,2148.614685,112739,13434,242232671,53785,47.71,85,-78.05
23-Jan-15,2200,2222,2166.75,2214.05,2196.390532,105912,9755,232624114,39645,37.43,55.25,14.05
22-Jan-15,2169,2202,2161.8,2195.7,2192.096796,84270,10865,184727997,33394,39.63,40.2,26.7
21-Jan-15,2126.2,2170,2117.3,2165.1,2161.09439,360800,9675,779722856,23954,6.64,52.7,38.9
20-Jan-15,2102.4,2132.9,2100.45,2122.35,2116.841092,68958,5951,145973128,22833,33.11,32.45,19.95
19-Jan-15,2118,2131,2095.8,2102.4,2104.536809,60895,5767,128155769,22841,37.51,35.2,-15.6
16-Jan-15,2140.2,2147.35,2110,2114.15,2122.952301,68114,6788,144602773,17359,25.49,37.35,-26.05
15-Jan-15,2144,2152.9,2114.5,2133.95,2137.435727,119513,13818,255451356,60575,50.68,38.4,-10.05
14-Jan-15,2095,2135,2092.9,2128.8,2111.913161,153260,12490,323671811,67541,44.07,42.1,33.8
13-Jan-15,2114.4,2114.4,2075.15,2087.25,2087.945052,93215,9527,194627798,24996,26.82,39.25,-27.15
12-Jan-15,2095.05,2119,2076.25,2114.75,2100.289613,221565,18848,465350668,67426,30.43,42.75,19.7
09-Jan-15,1985,2108,1914.1,2073.6,2030.330906,1128867,114311,2291973559,166176,14.72,193.9,88.6
08-Jan-15,1982.5,1996.85,1951,1974.55,1962.740813,787864,10915,1546372828,732650,92.99,45.85,-7.95
07-Jan-15,1957.1,1975.3,1950,1964.8,1965.099439,774738,11785,1522437209,696719,89.93,25.3,7.7
06-Jan-15,1984.9,1988,1935,1956.85,1953.363967,221586,16076,432838108,132099,59.62,53,-28.05
05-Jan-15,2014.7,2029.65,1977.65,1996.6,2006.156214,82374,8886,165255112,36107,43.83,52,-18.1
02-Jan-15,1975,2019.6,1973.9,2013.45,2001.973152,61011,6879,122142384,25532,41.85,45.7,38.45
01-Jan-15,1967.8,1981.2,1957.45,1975.8,1972.204728,38031,3712,75004918,16232,42.68,23.75,8
31-Dec-14,1959,1979,1951,1971.2,1967.798333,942220,4284,1854098945,912466,96.84,28,12.2
30-Dec-14,1965,1974,1957.25,1966.4,1966.026171,44401,4587,87293528,17078,38.46,16.75,1.4
29-Dec-14,1952.1,1972,1952.1,1959.8,1960.00253,101980,5696,199881058,68512,67.18,19.9,7.7
26-Dec-14,1942,1958.95,1932,1950.35,1946.710038,53838,5763,104806975,12419,23.07,26.95,8.35
24-Dec-14,1971.7,1985,1917.75,1934.05,1957.323991,147248,9680,288212043,81452,55.32,67.25,-37.65
23-Dec-14,2000,2021,1964.3,1971.1,1991.886004,68336,7938,136117522,19294,28.23,56.7,-28.9
22-Dec-14,2002.25,2008.55,1975.15,1997,2003.687065,505013,6815,1011888016,461915,91.47,33.4,-5.25
19-Dec-14,1990.2,2007.1,1985.75,2001.9,1996.372138,1151684,11575,2299189849,1090713,94.71,21.35,11.7
18-Dec-14,1948.55,1980,1946,1966.3,1964.477049,158751,12953,311862696,75554,47.59,34,17.75
17-Dec-14,1921,1956,1898,1940.45,1930.22931,203846,12452,393469524,84854,41.63,58,19.45
16-Dec-14,1925,1952,1925,1937.65,1941.752188,158721,12344,308196849,76312,48.08,27,12.65
15-Dec-14,1909.4,1956.45,1906,1924.3,1922.227395,170457,8588,327657115,121481,71.27,50.45,14.9
12-Dec-14,1932.25,1960,1919,1939.15,1937.408129,175072,14152,339185916,80887,46.2,41,6.9
11-Dec-14,1960,1960,1915.95,1920.8,1927.867423,364612,16403,702923597,284674,78.08,44.05,-39.2
10-Dec-14,1965,1984.8,1960.5,1963.7,1965.890291,311042,11630,611474448,41870,13.46,24.3,-1.3
09-Dec-14,1985,1986,1952.55,1964.8,1968.254053,169508,16670,333634808,69108,40.77,33.45,-20.2
08-Dec-14,2012,2017,1958.5,1968.6,1995.019395,2216111,82900,4421184427,512297,23.12,58.5,-43.4
05-Dec-14,2107.2,2114,2060.05,2069.7,2079.368508,135571,11810,281902068,59128,43.61,53.95,-37.5
04-Dec-14,2125,2144.55,2099,2102.3,2114.345477,98464,8334,208186913,42392,43.05,45.55,-22.7
03-Dec-14,2103.8,2131.95,2084.8,2122.6,2108.285913,111205,13345,234451935,46181,41.53,47.15,18.8
02-Dec-14,2165,2165,2116,2127.95,2135.238271,295496,18073,630954368,202660,68.58,49,-37.05
01-Dec-14,4388,4401,4292.1,4350.75,4357.183952,239742,12700,1044599995,180829,75.43,108.9,-37.25
28-Nov-14,4377,4399,4345,4359.25,4372.572938,132496,14952,579348424,77637,58.6,54,-17.75
27-Nov-14,4318,4377,4310.95,4366.9,4353.694065,126674,16399,551499842,58470,46.16,66.05,48.9
26-Nov-14,4305,4311,4275,4297.65,4291.388545,61805,9891,265229269,26894,43.51,36,-7.35
25-Nov-14,4297.7,4319.75,4249,4303.15,4289.695749,83694,12702,359021796,27589,32.96,70.75,5.45
24-Nov-14,4200,4280,4186,4273.9,4250.502131,104666,14948,444883056,38097,36.4,94,73.9
21-Nov-14,4201,4201,4127.85,4146.1,4149.79446,54797,10272,227396287,25209,46,73.15,-54.9
20-Nov-14,4182,4232.4,4182,4221.7,4209.929442,35021,6238,147435939,11327,32.34,50.4,39.7
19-Nov-14,4182,4196,4141.9,4179.75,4161.052335,30343,6276,126258811,9559,31.5,54.1,-2.25
18-Nov-14,4220,4225,4170.2,4176.9,4184.311266,28927,7020,121039572,11358,39.26,54.8,-43.1
17-Nov-14,4180,4225,4149.35,4208.8,4187.167515,49136,6443,205740663,20954,42.64,75.65,28.8
14-Nov-14,4191.05,4209.45,4176.15,4188.35,4194.096124,44349,7737,186003969,12946,29.19,33.3,-2.7
13-Nov-14,4111,4200,4111,4181.1,4155.585544,41353,6186,171845929,9844,23.8,89,70.1
12-Nov-14,4121.1,4150,4101,4108.45,4122.419488,28294,4511,116639737,7776,27.48,49,-12.65
11-Nov-14,4165.5,4165.5,4108.85,4124.55,4125.145735,32518,5044,134141489,7374,22.68,56.65,-40.95
10-Nov-14,4169,4181.35,4142.2,4170.2,4161.993981,30569,4600,127227994,7358,24.07,39.15,1.2
07-Nov-14,4126,4183.45,4116.3,4168.7,4160.519122,61841,8170,257290663,12567,20.32,67.15,42.7
05-Nov-14,4079.9,4154.35,4057.35,4126,4101.187721,73263,9460,300465316,16104,21.98,97,46.1
03-Nov-14,4075,4108.45,4034.8,4084.5,4072.818966,62723,9882,255459424,15711,25.05,73.65,9.5
31-Oct-14,3973.05,4070,3973.05,4051.45,4025.609664,83838,11623,337499063,24586,29.33,96.95,78.4
30-Oct-14,3890,3979.05,3890,3946.15,3950.818545,71902,10120,284071755,22616,31.45,89.05,56.15
29-Oct-14,3804.05,3894,3804.05,3879.25,3852.708765,27998,4682,107868140,9790,34.97,89.95,75.2
28-Oct-14,3751.1,3813.5,3751.1,3794.05,3791.979697,26104,4187,98985838,9623,36.86,62.4,42.95
27-Oct-14,3838,3838,3785.75,3803.05,3802.473003,23262,3614,88453127,8850,38.04,52.25,-34.95
23-Oct-14,3800,3828.65,3797.2,3805.8,3804.735704,18816,3307,71589907,9388,49.89,31.45,5.8
22-Oct-14,3801.1,3810.75,3780,3794.7,3794.864579,32602,4236,123720175,8420,25.83,30.75,-6.4
21-Oct-14,3850,3850,3718,3774.2,3779.518494,71106,10783,268746442,21764,30.61,132,-75.8
20-Oct-14,3868,3888,3803.5,3812,3821.519009,50608,9796,193399434,18490,36.54,84.5,-56
17-Oct-14,3866,3920,3839.9,3853.85,3872.23454,49855,8084,193050253,11002,22.07,80.1,-12.15
16-Oct-14,3909,3936.95,3855,3865.6,3901.755242,60378,10334,235580178,17611,29.17,81.95,-43.4
14-Oct-14,3961.5,3969.9,3901.15,3918.65,3925.642398,74418,10870,292138456,18054,24.26,68.75,-42.85
13-Oct-14,3898,3986,3890,3943.45,3950.839127,173565,23677,685727393,46116,26.57,96,45.45
10-Oct-14,3685,3908.6,3600,3888.95,3835.286045,647030,88219,2481545130,84559,13.07,308.6,203.95
09-Oct-14,3700,3713.9,3630,3645.55,3652.691046,202464,13093,739538440,125066,61.77,83.9,-54.45
08-Oct-14,3774,3800,3643.25,3650.2,3691.261841,164054,14199,605566270,106765,65.08,156.75,-123.8
07-Oct-14,3770,3892.05,3769.9,3830.3,3853.498101,164308,9031,633160566,106703,64.94,122.15,60.3
01-Oct-14,3750,3859.9,3740.95,3847.2,3817.152257,71248,10251,271964464,19153,26.88,118.95,97.2
30-Sep-14,3750,3757.9,3704,3747.65,3738.463798,86777,6930,324412673,29632,34.15,53.9,-2.35
29-Sep-14,3690,3764,3684,3751.1,3735.784322,37644,5387,140629865,12469,33.12,80,61.1
26-Sep-14,3688,3718.9,3659.6,3681.2,3684.333677,73796,6830,271889088,45376,61.49,59.3,-6.8
25-Sep-14,3660,3705,3646.1,3693.65,3680.764879,64856,5711,238719687,33923,52.31,58.9,33.65
24-Sep-14,3615,3671.65,3602.5,3649.4,3649.944454,57376,5959,209419213,24270,42.3,69.15,34.4
23-Sep-14,3655,3685,3594.1,3612.8,3643.399023,155708,9852,567306375,102432,65.78,90.9,-42.2
22-Sep-14,3685,3693.7,3633,3650.95,3649.208261,43964,10185,160433792,15050,34.23,60.7,-34.05
19-Sep-14,3700,3769.35,3681.1,3701.45,3726.764107,132094,12304,492283178,65107,49.29,88.25,1.45
18-Sep-14,3684,3730,3657.1,3699.9,3701.5041,66348,7372,245587394,21979,33.13,72.9,15.9
17-Sep-14,3675.2,3745.9,3672,3740.4,3714.455553,40239,6503,149465977,15051,37.4,73.9,65.2
16-Sep-14,3670,3687.2,3626.8,3656.55,3658.827918,83309,5789,304813295,43679,52.43,60.4,-13.45
15-Sep-14,3670,3674.5,3630,3642.95,3642.966795,74627,3472,271863683,59520,79.76,44.5,-27.05
12-Sep-14,3690,3709.85,3653.65,3672.35,3675.30006,26768,4316,98380432,7053,26.35,56.2,-17.65
11-Sep-14,3675,3699.6,3633.25,3683.65,3674.468955,23337,5149,85751082,3657,15.67,66.35,8.65
10-Sep-14,3719.9,3719.9,3663.45,3668.1,3675.094802,48923,4464,179796663,24981,51.06,56.45,-51.8
09-Sep-14,3750,3755.4,3721.45,3736.8,3730.459222,42646,4251,159089164,26560,62.28,33.95,-13.2
08-Sep-14,3740,3792,3730,3778.35,3758.6409,23648,4364,88884340,7910,33.45,62,38.35
05-Sep-14,3722,3792.95,3710,3730.3,3737.488044,50395,5784,188350710,19837,39.36,82.95,8.3
04-Sep-14,3730,3730,3695.35,3708.05,3706.142814,26643,4031,98742763,5722,21.48,34.65,-21.95
03-Sep-14,3600,3740,3600,3734.6,3698.451458,106114,12638,392457478,47379,44.65,140,134.6
02-Sep-14,3596,3623,3556.5,3611.55,3579.547775,88792,5233,317835206,64458,72.59,66.5,15.55
01-Sep-14,3605.25,3615.45,3585.15,3603.4,3601.869841,17033,2588,61350649,5664,33.25,30.3,-1.85
28-Aug-14,3635,3635,3568,3594,3603.213313,19394,3176,69880719,6824,35.19,67,-41
27-Aug-14,3625,3648.75,3602,3632.75,3634.243514,30298,4423,110110310,5681,18.75,46.75,7.75
26-Aug-14,3627,3637,3598.5,3620.6,3620.382564,30672,4539,111044374,5703,18.59,38.5,-6.4
25-Aug-14,3605,3630,3561.25,3621.5,3609.372687,28756,5033,103791121,5594,19.45,68.75,16.5
22-Aug-14,3548,3606.95,3547.3,3601.25,3599.261644,172597,6449,621221762,146239,84.73,59.65,53.25
21-Aug-14,3550.1,3561,3531,3542.95,3542.25206,22574,3696,79962798,6476,28.69,30,-7.15
20-Aug-14,3551.25,3583.75,3546.55,3552.5,3557.159868,16695,3450,59386784,4107,24.6,37.2,1.25
19-Aug-14,3555,3586.8,3530,3551.1,3557.718729,29740,5544,105806555,5743,19.31,56.8,-3.9
18-Aug-14,3600,3609,3550,3558.45,3569.932787,24906,5260,88912746,8477,34.04,59,-41.55
14-Aug-14,3600,3622.5,3588.6,3603.75,3607.589411,25327,4690,91369417,4027,15.9,33.9,3.75
13-Aug-14,3567,3618,3556,3599.1,3596.153578,45013,7606,161873661,6629,14.73,62,32.1
12-Aug-14,3591,3595,3545,3576.4,3566.468667,25963,4808,92596226,5099,19.64,50,-14.6
11-Aug-14,3507.5,3583,3507.5,3573.25,3551.07679,28884,7470,102569302,9661,33.45,75.5,65.75
08-Aug-14,3495.05,3520,3475.55,3480.35,3492.675231,35767,5991,124922515,6970,19.49,44.45,-14.7
07-Aug-14,3500,3542,3500,3514.55,3519.19012,72144,9976,253888452,16418,22.76,42,14.55
06-Aug-14,3520.3,3604.5,3520,3574.7,3575.716576,127230,18725,454938420,23540,18.5,84.5,54.4
05-Aug-14,3465,3515,3465,3504.25,3495.536458,66639,10602,232939054,13937,20.91,50,39.25
04-Aug-14,3351,3482,3351,3462.6,3429.136826,126080,16729,432345571,57022,45.23,131,111.6
01-Aug-14,3360,3390,3332,3340.35,3356.960731,36492,6728,122502211,7805,21.39,58,-19.65
31-Jul-14,3369.5,3392.65,3345.85,3365.7,3372.410015,26221,4230,88427963,5736,21.88,46.8,-3.8
30-Jul-14,3392.6,3392.6,3350,3368.05,3376.997977,49428,3953,166918256,35171,71.16,42.6,-24.55
28-Jul-14,3350,3386,3325,3366.4,3362.846909,23535,3924,79144602,3793,16.12,61,16.4
25-Jul-14,3382,3390,3306,3352.35,3345.031373,38951,6700,130292317,4800,12.32,84,-29.65
24-Jul-14,3348,3386.85,3322,3378.25,3357.797496,42883,6886,143992430,11055,25.78,64.85,30.25
23-Jul-14,3245,3352,3245,3347,3316.122426,67559,11913,224033915,25124,37.19,107,102
22-Jul-14,3206,3250,3200.25,3235.1,3224.66047,42282,6957,136345094,13684,32.36,49.75,29.1
21-Jul-14,3250,3275,3192.85,3206.45,3220.934738,46566,6370,149986047,18811,40.4,82.15,-43.55
18-Jul-14,3240,3273,3240,3253.2,3256.454886,27486,4780,89506919,6245,22.72,33,13.2
17-Jul-14,3231,3342.85,3231,3243.3,3271.055416,43273,7283,141548381,8821,20.38,111.85,12.3
16-Jul-14,3230,3246,3207.6,3229.4,3221.906971,52285,7117,168457406,21646,41.4,38.4,-0.6
15-Jul-14,3250,3258.95,3218,3225.45,3230.737968,51299,5590,165733627,27143,52.91,40.95,-24.55
14-Jul-14,3330,3330,3188.2,3227,3225.295983,79660,12567,256927078,28930,36.32,141.8,-103
11-Jul-14,3410,3429.35,3305,3325.8,3350.175294,197434,27784,661438509,32457,16.44,124.35,-84.2
10-Jul-14,3310,3377,3255,3292.9,3331.89597,94732,15304,315637169,23090,24.37,122,-17.1
09-Jul-14,3341,3382,3290.45,3304.3,3329.395285,48021,8042,159880891,7888,16.43,91.55,-36.7
08-Jul-14,3345,3404.1,3305.1,3333.8,3353.237347,88398,14156,296419475,19224,21.75,99,-11.2
07-Jul-14,3255.55,3359,3255.55,3343.75,3329.07172,98201,14915,326918172,28763,29.29,103.45,88.2
04-Jul-14,3208,3248.8,3205,3239.15,3229.729352,33671,5772,108748217,7496,22.26,43.8,31.15
03-Jul-14,3214.8,3230,3206,3210.75,3210.843702,46021,3267,147766238,36952,80.29,24,-4.05
02-Jul-14,3220.1,3245,3201,3218.5,3220.734497,29559,5868,95201691,9995,33.81,44,-1.6
01-Jul-14,3246,3254.95,3210,3221.75,3223.482993,40719,5840,131257004,14967,36.76,44.95,-24.25
30-Jun-14,3215.5,3259,3212.8,3246.45,3244.796498,41125,6333,133442256,15475,37.63,46.2,30.95
27-Jun-14,3186,3233,3180,3221.95,3218.582396,50955,7472,164002866,20440,40.11,53,35.95
26-Jun-14,3211,3230,3179.05,3189.4,3192.784617,80155,8176,255917651,40367,50.36,50.95,-21.6
25-Jun-14,3242.1,3242.1,3206.9,3212.8,3216.302061,92905,6337,298810543,67915,73.1,35.2,-29.3
24-Jun-14,3232,3234.4,3194.3,3210.3,3208.451159,87867,11563,281916978,37469,42.64,40.1,-21.7
23-Jun-14,3312,3312,3222,3231.05,3251.597424,46903,10359,152509674,16587,35.36,90,-80.95
20-Jun-14,3320,3335,3302.25,3315.6,3319.081983,53694,9721,178214788,24255,45.17,32.75,-4.4
19-Jun-14,3248,3322.5,3246,3312.4,3297.750515,86939,15171,286703132,36461,41.94,76.5,64.4
18-Jun-14,3259,3274,3215.6,3244.55,3247.076983,77134,11329,250460036,28772,37.3,58.4,-14.45
17-Jun-14,3255,3265,3218.9,3247.25,3249.43374,46325,9049,150530018,15023,32.43,46.1,-7.75
16-Jun-14,3192,3258,3181,3242.2,3238.647005,84259,14132,272885158,27500,32.64,77,50.2
13-Jun-14,3186,3205,3132.15,3181.65,3175.231392,96663,15298,306927392,18031,18.65,72.85,-4.35
12-Jun-14,3276,3298,3120.65,3166.6,3186.937362,273429,40352,871401096,48605,17.78,177.35,-109.4
11-Jun-14,3099,3255,3099,3178.75,3199.599653,245804,32280,786474393,62590,25.46,156,79.75
10-Jun-14,2999,3080.85,2999,3067.2,3039.508389,75393,11094,229157656,26125,34.65,81.85,68.2
09-Jun-14,3010.1,3015,2978,2985.7,2988.337585,75732,12994,226312782,27803,36.71,37,-24.4
06-Jun-14,3009,3012.6,2956.15,2999.8,2979.660052,150464,19731,448331570,50652,33.66,56.45,-9.2
05-Jun-14,2993.25,3063.2,2967,3037.95,3003.360787,88135,10551,264701203,19912,22.59,96.2,44.7
04-Jun-14,3010,3024.1,2958.1,2993.7,2982.963388,75276,11782,224545552,32322,42.94,66,-16.3
03-Jun-14,3002.25,3036.1,2975.65,3015.4,3007.72522,63105,8261,189802500,26125,41.4,60.45,13.15
02-Jun-14,2950,3000,2950,2993.5,2988.524417,97615,11586,291724811,59437,60.89,50,43.5
30-May-14,2945,2955,2894,2941.5,2906.691667,992292,23767,2884286888,830594,83.7,61,-3.5
29-May-14,3040,3040,2915,2924.3,2954.432052,404405,55268,1194787094,173845,42.99,125,-115.7
28-May-14,3130,3188,3123.45,3172.2,3161.684038,32026,5183,101256093,10029,31.32,64.55,42.2
27-May-14,3100,3158,3100,3133.9,3140.194704,46491,8743,145990792,14756,31.74,58,33.9
26-May-14,3085,3108.8,3054.2,3093.85,3090.166027,47438,6503,146591296,20677,43.59,54.6,8.85
23-May-14,3122,3167.2,3010,3066.5,3091.484821,74411,10926,230040477,24079,32.36,157.2,-55.5
22-May-14,3155.5,3173.65,3083.05,3107.2,3118.466838,51037,7408,159157192,13365,26.19,90.6,-48.3
21-May-14,3117,3157.9,3097.3,3150.65,3139.7192,33985,6388,106703357,8223,24.2,60.6,33.65
20-May-14,3053.1,3133,3039.35,3119.05,3093.295343,59436,8984,183853102,18485,31.1,93.65,65.95
19-May-14,3201,3201,3005,3022.75,3032.739432,226240,22521,686126969,134164,59.3,196,-178.25
16-May-14,3275,3337.4,3061.15,3177.85,3217.092003,122442,20283,393907179,15378,12.56,276.25,-97.15
15-May-14,3245.25,3285,3211.9,3270.4,3250.600005,43958,5705,142889875,15068,34.28,73.1,25.15
14-May-14,3235,3261.3,3218,3246.9,3244.699366,33752,6000,109515093,9998,29.62,43.3,11.9
13-May-14,3180.05,3285,3180.05,3265.5,3241.197918,74369,11924,241044648,22951,30.86,104.95,85.45
12-May-14,3120,3190.05,3104.9,3177.9,3141.627289,101784,7822,319767392,67599,66.41,85.15,57.9
09-May-14,3062.95,3120,3055.35,3105.4,3096.131488,41593,6860,128777397,10235,24.61,64.65,42.45
08-May-14,3070,3088,3046.5,3062.95,3063.828526,50410,7176,154447596,8600,17.06,41.5,-7.05
07-May-14,3151,3165,3051.65,3064.45,3088.902923,103505,16229,319716897,44727,43.21,113.35,-86.55
06-May-14,3175.5,3182.1,3154,3164.15,3165.897759,22447,3370,71064907,8483,37.79,28.1,-11.35
05-May-14,3190,3231.45,3171.1,3176.15,3189.636466,25849,4421,82448913,9410,36.4,60.35,-13.85
02-May-14,3182.5,3244.25,3182.5,3219.8,3218.636313,28805,5363,92712819,8908,30.93,61.75,37.3
30-Apr-14,3182.75,3191,3169.2,3177.2,3185.387389,253484,2921,807444737,242233,95.56,21.8,-5.55
29-Apr-14,3172.5,3195.05,3172.5,3178.6,3183.41749,26530,3296,84456066,10868,40.96,22.55,6.1
28-Apr-14,3172.7,3193,3172.7,3178.15,3180.607645,25663,3451,81623934,9510,37.06,20.3,5.45
25-Apr-14,3180,3194.4,3164.7,3174.25,3174.115147,28112,3556,89230725,11485,40.85,29.7,-5.75
